Freeze,Bill Code,Contract Code,Job,Phase,Name,Shared Saving,Category,Phase Type,Type,Method,Current Cost Budget,Spent/Committed Against Base Contract,Spent/Committed Total,Actual Cost,Spent/Committed (In Scope),Complete %,Pending Internal PCI,Pending Internal PCI Cost To Complete,Pending External PCI Cost To Complete,Cost to Complete,Cost to Complete Override,Projected Cost Forecast,Projected Cost Forecast Override,Cost Variance,Pending CO,Pending CO (Incl. Risk),Projected Cost Budget,Spent/Committed (Pending CO),Cost To Complete (Pending CO),Proj Cost Forecast (Incl. Pending CO),Projected Cost Forecast (Incl Pending CO) Override,Cost Variance (Incl Pending CO),Current Bill Budget,Pending CO,Original Cost<br/> Budget Amount,Original Bill<br/> Budget Amount,Pending CO (Incl. Risk),Projected Bill Budget,Billed To Date,Revenue Forecast,Revenue Forecast Override,Revenue Variance,Adj Rev Forecast,Projected Profit,Current Period Cost,Previous Period Cost,Last Period  Forecast,Cost Forercast /<br>Variance,Current Period  Changes,Previous Period  Changes,Current Period  Commitments,Previous Period  Commitments,Shared Saving Amt,Profit Incl Shared Saving,Pending PCI including Risk (revenue),Pending PCI including Risk (Cost),WIP Projected cost forecast including Risk,WIP Projected cost forecast,WIP Revenue amount,WIP adjusted Revenue amount,Adj Rev Forecast <br/> Variance,Billed Budget Qty,Billed Completed Qty,Billed Remaining Qty,Billed Projected Qty,Input Budget Qty,Input Completed Qty,Input Remaining Qty,Input Projected Qty,Input WM Code,Output Budget Qty,Output Completed Qty,Output Remaining Qty,Output Projected Qty,Output WM Code,Committed Amount,Committed Remaining Amount,Spent Against Commitment Amount,Total Cost to Complete Amt,Notes
Y,IPCRP1-0434-1000-S,IPCRP1,IPCRP1,0434-1000,Demo Exist Esplanade Type C1 & C2 (Railing),N,S,,UNIT,A,0,8054.93,8054.93,6770.02,8054.93,84.04815436,0,0,0,0,Y,8054.93,Y,-8054.93,0,0,0,0,0,8054.93,Y,-8054.93,0,0,0,0,0,0,0,0,N,0,0,-8054.93,1226.78,720.79,5543.24,-2511.69,0,0,1284.91,1226.78,0,-8054.93,0,0,8054.93,8054.93,0,0,0,0,0,3,3,0,38,-35,3,NA,2310,2286,0,2286,LF,8054.93,1284.91,6770.02,0,
Y,IPCRP1-0434-1010-L,IPCRP1,IPCRP1,0434-1010,Demo Exist Esplanade Type C-1 & C-2 (Marine Porti,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,2310,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0434-1010-S,IPCRP1,IPCRP1,0434-1010,Demo Exist Esplanade Type C-1 & C-2 (Marine Porti,N,S,,NR,A,4600749.85,0,0,0,0,0,0,0,0,0,Y,0,Y,4600749.85,0,0,4600749.85,0,0,0,Y,4600749.85,0,0,4600749.85,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,EA,2310,0,0,0,LF,0,0,0,0,Moved to cc 0446-1010 Marine Demo Sub (Trevcon)
Y,IPCRP1-0435-0000-L,IPCRP1,IPCRP1,0435-0000,DEMO EXIST CONC BARRIER,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0435-0000-R,IPCRP1,IPCRP1,0435-0000,DEMO EXIST CONC BARRIER,N,R,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,7440,0,0,7440,0,7440,12060,0,N,7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7440,0,0,0,0,0,0,0,0,EA,0,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0435-1000-E,IPCRP1,IPCRP1,0435-1000,Demo of Exist Conc Barrier,N,E,,NR,P,1200,0,0,0,0,0,0,0,0,0,Y,0,Y,1200,0,0,1200,0,0,0,Y,1200,0,0,1200,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,EA,248,402,0,402,LF,0,0,0,0,
Y,IPCRP1-0435-1000-L,IPCRP1,IPCRP1,0435-1000,Demo of Exist Conc Barrier,N,L,,NR,P,3576.22,4885.83,4885.83,4885.83,4885.83,100,0,0,0,0,Y,4885.83,Y,-1309.61,0,0,3576.22,0,0,4885.83,Y,-1309.61,0,0,3576.22,0,0,0,0,0,N,0,0,-4885.83,0,0,4885.83,0,0,0,0,0,0,-4885.83,0,0,4885.83,4885.83,0,0,0,32,0,48,48,32,48,0,48,HR,248,402,0,402,LF,0,0,0,0,"Change PMF (MH) from 100,00 to 32.00"
Y,IPCRP1-0435-1010-L,IPCRP1,IPCRP1,0435-1010,Flatbed Trucking (CLOSED),N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,1.5,0,0,0,ST,0,0,0,0,
Y,IPCRP1-0435-1010-S,IPCRP1,IPCRP1,0435-1010,Flatbed Trucking (CLOSED),N,S,,NR,A,2085,0,0,0,0,0,0,0,0,0,Y,0,Y,2085,0,0,2085,0,0,0,Y,2085,0,0,2085,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,LF,1.5,0,0,0,ST,0,0,0,0,
Y,IPCRP1-0436-0000-L,IPCRP1,IPCRP1,0436-0000,DEMO EXIST EMBEDDED CONC BARRIER,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0436-0000-R,IPCRP1,IPCRP1,0436-0000,DEMO EXIST EMBEDDED CONC BARRIER,N,R,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,57200,0,0,57200,0,57200,56000,0,N,57200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57200,0,0,0,0,0,0,0,0,LF,0,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0436-1000-E,IPCRP1,IPCRP1,0436-1000,Demo of Embedded Conc Barrier,N,E,,NR,P,4800,0,0,0,0,0,0,0,0,0,Y,0,Y,4800,0,0,4800,0,0,0,Y,4800,0,0,4800,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,LF,1430,1400,30,1430,LF,0,0,0,0,
Y,IPCRP1-0436-1000-L,IPCRP1,IPCRP1,0436-1000,Demo of Embedded Conc Barrier,N,L,,NR,P,14304.88,21257.26,21257.26,21257.26,21257.26,88.57191667,0,0,0,2742.74,Y,24000,Y,-9695.12,0,0,14304.88,0,0,24000,Y,-9695.12,0,0,14304.88,0,0,0,0,0,N,0,0,-24000,0,0,24000,0,0,0,0,0,0,-24000,0,0,24000,24000,0,0,0,128,0,168.86,168.86,128,150,18.86,168.86,HR,1430,1400,30,1430,LF,0,0,0,2742.74,
Y,IPCRP1-0436-1010-E,IPCRP1,IPCRP1,0436-1010,Flatbed Trucking (CLOSED),N,E,,NR,P,12510,0,0,0,0,0,0,0,0,0,Y,0,Y,12510,0,0,12510,0,0,0,Y,12510,0,0,12510,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,LF,9,0,0,0,ST,0,0,0,0,
Y,IPCRP1-0436-1010-L,IPCRP1,IPCRP1,0436-1010,Flatbed Trucking (CLOSED),N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,9,0,0,0,ST,0,0,0,0,
Y,IPCRP1-0437-0000-L,IPCRP1,IPCRP1,0437-0000,DEMO EXIST CONC CURB,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0437-0000-R,IPCRP1,IPCRP1,0437-0000,DEMO EXIST CONC CURB,N,R,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,58200,0,0,58200,0,58200,2000,0,N,58200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58200,0,0,0,0,0,0,0,0,LF,0,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0437-1000-E,IPCRP1,IPCRP1,0437-1000,DEMO EXIST CONC CURB,N,E,,NR,P,4365,0,0,0,0,0,0,0,0,0,Y,0,Y,4365,0,0,4365,0,0,0,Y,4365,0,0,4365,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,LF,2910,100,2810,2910,LF,0,0,0,0,
Y,IPCRP1-0437-1000-L,IPCRP1,IPCRP1,0437-1000,DEMO EXIST CONC CURB,N,L,,NR,P,13008.51,-0.41,-0.41,-0.41,-0.41,-0.003151783,0,0,0,13008.92,Y,13008.51,Y,0,0,0,13008.51,0,0,13008.51,Y,0,0,0,13008.51,0,0,0,0,0,N,0,0,-13008.51,0,0,13008.51,0,0,0,0,0,0,-13008.51,0,0,13008.51,13008.51,0,0,0,116.4,0,116.4,116.4,116.4,0,116.4,116.4,HR,2910,100,2810,2910,LF,0,0,0,13008.92,
Y,IPCRP1-0437-1010-L,IPCRP1,IPCRP1,0437-1010,Sawcutting Sub fro Demo of Exist Curb,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,2910,0,2910,2910,LF,0,0,0,0,
Y,IPCRP1-0437-1010-S,IPCRP1,IPCRP1,0437-1010,Sawcutting Sub fro Demo of Exist Curb,N,S,,NR,A,23280,0,0,0,0,0,0,0,0,23280,N,23280,N,0,0,0,23280,0,0,23280,N,0,0,0,23280,0,0,0,0,0,N,0,0,-23280,0,0,23280,0,0,0,0,0,0,-23280,0,0,23280,23280,0,0,0,0,0,0,,0,0,0,0,LF,2910,0,2910,2910,LF,0,0,0,23280,
Y,IPCRP1-0438-0000-L,IPCRP1,IPCRP1,0438-0000,DEMO EXIST ESPLANADE TYPE D,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0438-0000-R,IPCRP1,IPCRP1,0438-0000,DEMO EXIST ESPLANADE TYPE D,N,R,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,4240472.5,0,0,4152500,0,4240472.5,4389742.5,0,N,4240472.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4240472.5,0,0,31.99,31.99,0,0,31.99,31.99,NA,0,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0438-1000-E,IPCRP1,IPCRP1,0438-1000,Type D Esplanade Demo (Civil),N,E,,NR,P,133274,0,0,0,0,0,0,0,0,0,Y,0,Y,133274,0,0,133274,0,0,0,Y,133274,0,0,133274,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,1510,1602.27,24.52,1626.79,LF,0,0,0,0,
Y,IPCRP1-0438-1000-L,IPCRP1,IPCRP1,0438-1000,Type D Esplanade Demo (Civil),N,L,,NR,P,732285,664705.45,664705.45,664705.45,664705.45,100,0,0,0,0,Y,664705.45,Y,67579.55,0,0,732285,0,0,664705.45,Y,67579.55,0,0,732285,0,0,0,0,0,N,0,0,-664705.45,17586.18,14221.96,649812.38,-14893.07,0,0,0,0,0,-664705.45,0,0,664705.45,664705.45,0,0,0,5833.04,0,4881.5,4881.5,5833.04,4881.5,0,4881.5,HR,1510,1602.27,24.52,1626.79,LF,0,0,0,0,"Change PMF (MH) from 6,003.42 to 5983.00"
Y,IPCRP1-0438-1000-S,IPCRP1,IPCRP1,0438-1000,Type D Esplanade Demo (Civil),N,S,,UNIT,A,0,1290049.19,1290049.19,1080793.32,1290049.19,83.77923326,0,0,0,0,Y,1290049.19,Y,-1290049.19,0,0,0,0,0,1290049.19,Y,-1290049.19,0,0,0,0,0,0,0,0,N,0,0,-1290049.19,37770,7076.89,1267210.42,-22838.77,0,0,22838.77,22950,0,-1290049.19,0,0,1290049.19,1290049.19,0,0,0,0,0,491,491,0,9244,-8753,491,NA,1510,1602.27,24.52,1626.79,LF,1290049.19,209255.87,1080793.32,0,"PCO #055 - Add 31.99 LF to account for oversized wall thickness.
CONCRETE CUTTING CO INC@$1,189,807 and KMA INDUSTRIES INC@$2,160.00"
Y,IPCRP1-0438-1010-L,IPCRP1,IPCRP1,0438-1010,Demo Exist Esplanade Type D (Marine Portion),N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,1570,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0438-1010-S,IPCRP1,IPCRP1,0438-1010,Demo Exist Esplanade Type D (Marine Portion),N,S,,NR,A,2849092.66,0,0,0,0,0,0,0,0,0,Y,0,Y,2849092.66,0,0,2849092.66,0,0,0,Y,2849092.66,0,0,2849092.66,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,EA,1570,0,0,0,LF,0,0,0,0,Moved to cc 0446-1010 Marine Demo Sub (Trevcon)
Y,IPCRP1-0439-0000-L,IPCRP1,IPCRP1,0439-0000,DEMO EXIST N EMBAYMENT (AS/ CONT DWG),N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0439-0000-R,IPCRP1,IPCRP1,0439-0000,DEMO EXIST N EMBAYMENT (AS/ CONT DWG),N,R,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,1500000,0,0,1500000,0,1500000,1500000,0,N,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,EA,0,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0439-1000-E,IPCRP1,IPCRP1,0439-1000,Demo Exist N Embayment (Railing),N,E,,NR,P,1430,0,0,0,0,0,0,0,0,0,Y,0,Y,1430,0,0,1430,0,0,0,Y,1430,0,0,1430,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,LF,900,300,0,300,LF,0,0,0,0,
N,IPCRP1-0439-1000-L,IPCRP1,IPCRP1,0439-1000,Demo Exist N Embayment (Railing),N,L,,NR,P,7827.8,6425.39,6425.39,6425.39,6425.39,100,0,0,0,0,N,6425.39,N,1402.41,0,0,7827.8,0,0,6425.39,N,1402.41,0,0,7827.8,0,0,0,0,0,N,0,0,-6425.39,0,0,6425.39,0,0,0,0,0,0,-6425.39,0,0,6425.39,6425.39,0,0,0,71.52,0,72,72,71.52,46,26,72,HR,900,300,0,300,LF,0,0,0,0,
Y,IPCRP1-0439-1000-S,IPCRP1,IPCRP1,0439-1000,Demo Exist N Embayment (Railing),N,S,,UNIT,A,0,125.46,125.46,125.46,125.46,100,0,0,0,0,N,125.46,N,-125.46,0,0,0,0,0,125.46,N,-125.46,0,0,0,0,0,0,0,0,N,0,0,-125.46,0,0,125.46,0,0,0,0,0,0,-125.46,0,0,125.46,125.46,0,0,0,0,0,1,1,0,1,0,1,NA,900,300,0,300,LF,125.46,0,125.46,0,
Y,IPCRP1-0439-1010-L,IPCRP1,IPCRP1,0439-1010,Demo Exist N Embayment (Marine Portion),N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,300,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0439-1010-S,IPCRP1,IPCRP1,0439-1010,Demo Exist N Embayment (Marine Portion),N,S,,NR,A,1023267.69,0,0,0,0,0,0,0,0,0,Y,0,Y,1023267.69,0,0,1023267.69,0,0,0,Y,1023267.69,0,0,1023267.69,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,EA,300,0,0,0,LF,0,0,0,0,Moved to cc 0446-1010 Marine Demo Sub (Trevcon)
Y,IPCRP1-0440-0000-L,IPCRP1,IPCRP1,0440-0000,DEMO EXIST S EMBAYMENT (AS/ CONT DWG),N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0440-0000-R,IPCRP1,IPCRP1,0440-0000,DEMO EXIST S EMBAYMENT (AS/ CONT DWG),N,R,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,855000,0,0,855000,0,855000,735000,0,N,855000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855000,0,0,0,0,0,0,0,0,EA,0,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0440-1000-E,IPCRP1,IPCRP1,0440-1000,Demo Exist S Embayment (Civil Portion),N,E,,NR,P,4008,0,0,0,0,0,0,0,0,0,Y,0,Y,4008,0,0,4008,0,0,0,Y,4008,0,0,4008,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,228,196,0,196,LF,0,0,0,0,
Y,IPCRP1-0440-1000-L,IPCRP1,IPCRP1,0440-1000,Demo Exist S Embayment (Civil Portion),N,L,,NR,P,20782,17743.02,17743.02,17743.02,17743.02,100,0,0,0,0,Y,17743.02,Y,3038.98,0,0,20782,0,0,17743.02,Y,3038.98,0,0,20782,0,0,0,0,0,N,0,0,-17743.02,0,0,17743.02,0,0,0,0,0,0,-17743.02,0,0,17743.02,17743.02,0,0,0,189.31,0,117.5,117.5,189.31,117.5,0,117.5,HR,228,196,0,196,LF,0,0,0,0,
Y,IPCRP1-0440-1000-S,IPCRP1,IPCRP1,0440-1000,Demo Exist S Embayment (Civil Portion),N,S,,UNIT,A,0,229.27,229.27,229.27,229.27,100,0,0,0,0,N,229.27,N,-229.27,0,0,0,0,0,229.27,N,-229.27,0,0,0,0,0,0,0,0,N,0,0,-229.27,0,0,229.27,0,0,0,0,0,0,-229.27,0,0,229.27,229.27,0,0,0,0,0,2,2,0,2,0,2,NA,228,196,0,196,LF,229.27,0,229.27,0,
Y,IPCRP1-0440-1010-L,IPCRP1,IPCRP1,0440-1010,Demo Exist S Embayment (Marine Portion),N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,193,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0440-1010-S,IPCRP1,IPCRP1,0440-1010,Demo Exist S Embayment (Marine Portion),N,S,,NR,A,827003.61,0,0,0,0,0,0,0,0,0,Y,0,Y,827003.61,0,0,827003.61,0,0,0,Y,827003.61,0,0,827003.61,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,193,0,0,0,LF,0,0,0,0,Moved to cc 0446-1010 Marine Demo Sub (Trevcon)
Y,IPCRP1-0441-0000-L,IPCRP1,IPCRP1,0441-0000,DEMO EXIST ESPLANADE TYPE F,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0441-0000-R,IPCRP1,IPCRP1,0441-0000,DEMO EXIST ESPLANADE TYPE F,N,R,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,286000,0,0,286000,0,286000,260000,0,N,286000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286000,0,0,0,0,0,0,0,0,NA,0,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0441-1000-E,IPCRP1,IPCRP1,0441-1000,Demo Exist Esplanade Type F (Railing),N,E,,NR,P,92,0,0,0,0,0,0,0,0,0,Y,0,Y,92,0,0,92,0,0,0,Y,92,0,0,92,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,SH,44,20,0,20,LF,0,0,0,0,
Y,IPCRP1-0441-1000-L,IPCRP1,IPCRP1,0441-1000,Demo Exist Esplanade Type F (Railing),N,L,,NR,P,547.26,0,0,0,0,0,0,0,0,0,Y,0,Y,547.26,0,0,547.26,0,0,0,Y,547.26,0,0,547.26,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,HR,44,20,0,20,LF,0,0,0,0,
Y,IPCRP1-0441-1010-L,IPCRP1,IPCRP1,0441-1010,Demo Exist Esplanade Type F (Marine Portion),N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,22,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0441-1010-S,IPCRP1,IPCRP1,0441-1010,Demo Exist Esplanade Type F (Marine Portion),N,S,,NR,A,265930.83,0,0,0,0,0,0,0,0,0,Y,0,Y,265930.83,0,0,265930.83,0,0,0,Y,265930.83,0,0,265930.83,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,22,0,0,0,LF,0,0,0,0,Moved to cc 0446-1010 Marine Demo Sub (Trevcon)
Y,IPCRP1-0442-0000-L,IPCRP1,IPCRP1,0442-0000,DEMO STRUCT - FIRE BOATHOUSE IRR PUMP SHED,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,0,0,0,LS,0,0,0,0,
Y,IPCRP1-0442-0000-R,IPCRP1,IPCRP1,0442-0000,DEMO STRUCT - FIRE BOATHOUSE IRR PUMP SHED,N,R,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,500000,0,0,500000,0,500000,500000,0,N,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,NA,0,0,0,0,LS,0,0,0,0,
Y,IPCRP1-0443-0000-L,IPCRP1,IPCRP1,0443-0000,DEMO EXIST ESPLANADE TYPE G,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0443-0000-R,IPCRP1,IPCRP1,0443-0000,DEMO EXIST ESPLANADE TYPE G,N,R,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,200000,0,0,200000,0,200000,200000,0,N,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,NA,0,0,0,0,LF,0,0,0,0,
Y,IPCRP1-0443-1000-E,IPCRP1,IPCRP1,0443-1000,"Demo Exist Esplanade, Type G (Civil Portion)",N,E,,NR,P,275,0,0,0,0,0,0,0,0,0,Y,0,Y,275,0,0,275,0,0,0,Y,275,0,0,275,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,5,5,0,5,LF,0,0,0,0,
Y,IPCRP1-0443-1000-L,IPCRP1,IPCRP1,0443-1000,"Demo Exist Esplanade, Type G (Civil Portion)",N,L,,NR,P,1426,0,0,0,0,0,0,0,0,0,Y,0,Y,1426,0,0,1426,0,0,0,Y,1426,0,0,1426,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,HR,5,5,0,5,LF,0,0,0,0,
Y,IPCRP1-0443-1000-S,IPCRP1,IPCRP1,0443-1000,"Demo Exist Esplanade, Type G (Civil Portion)",N,S,,UNIT,A,0,613.85,613.85,613.85,613.85,100,0,0,0,0,N,613.85,N,-613.85,0,0,0,0,0,613.85,N,-613.85,0,0,0,0,0,0,0,0,N,0,0,-613.85,0,0,613.85,0,0,0,0,0,0,-613.85,0,0,613.85,613.85,0,0,0,0,0,5,5,0,5,0,5,NA,5,5,0,5,LF,613.85,0,613.85,0,
Y,IPCRP1-0443-1010-L,IPCRP1,IPCRP1,0443-1010,Demo Exist Esplanade Type G (Marine Portion),N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,5,0,0,0,LF,0,0,0,0,
